reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,case_folding,clean,token,normalization,normalization_join,stemming,cleaning
2841ba47-b7db-4094-a974-b99e6d91ab2b,Zianka Alfath,https://play-lh.googleusercontent.com/a/ACg8ocICHUkfdscXPaaKw5w0iS4G5uU9FhnIqGpbWH6_InAA=mo,"Abaikan komentar negatif..kmungkinan hanya oknum ojol sebelah yg takut tersaingi, mari kita dukung aplikasi warga jogja semoga kedepan lebih baik lg..",5,11,2.0.16,2021-03-08 21:13:13,"Hai Kak Zianka Alfath, makasih atas rating dan reviewnya. Semoga dengan adanya Jogjakita, kamu mendapatkan kemudahan bertransaksi dan mendapatkan pundi-pundi bisnis yang melimpah. Yuk kepoin beragam promo dan kuis via media sosial kami ya. Kalo ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-03-10 01:48:01,2.0.16,negative,"abaikan komentar negatif..kmungkinan hanya oknum ojol sebelah yg takut tersaingi, mari kita dukung aplikasi warga jogja semoga kedepan lebih baik lg..",abaikan komentar negatif kmungkinan hanya oknum ojol sebelah yg takut tersaingi mari kita dukung aplikasi warga jogja semoga kedepan lebih baik lg ,"['abaikan', 'komentar', 'negatif', 'kmungkinan', 'hanya', 'oknum', 'ojol', 'sebelah', 'yg', 'takut', 'tersaingi', 'mari', 'kita', 'dukung', 'aplikasi', 'warga', 'jogja', 'semoga', 'kedepan', 'lebih', 'baik', 'lg']","['abaikan', 'komentar', 'negatif', 'kmungkinan', 'hanya', 'oknum', 'ojol', 'sebelah', 'yang', 'takut', 'tersaingi', 'mari', 'kita', 'dukung', 'aplikasi', 'warga', 'jogja', 'semoga', 'kedepan', 'lebih', 'baik', 'lagi']",abaikan komentar negatif kmungkinan hanya oknum ojol sebelah yang takut tersaingi mari kita dukung aplikasi warga jogja semoga kedepan lebih baik lagi,"['abai', 'komentar', 'negatif', 'kmungkinan', 'hanya', 'oknum', 'ojol', 'sebelah', 'yang', 'takut', 'saing', 'mari', 'kita', 'dukung', 'aplikasi', 'warga', 'jogja', 'semoga', 'depan', 'lebih', 'baik', 'lagi']",abai komentar negatif kmungkinan hanya oknum ojol sebelah yang takut saing mari kita dukung aplikasi warga jogja semoga depan lebih baik lagi
4f1503a1-ed8b-41c6-91e6-6d60480345ec,azalia Wafiq,https://play-lh.googleusercontent.com/a-/ALV-UjXc0YCXWQ-Htho3Abq-sM7lqcGk7d210SD2FoaU7CySNw,Sangat membantu buat olshoper,5,2,2.0.16,2021-03-08 20:05:29,"Hai Kak azalia Wafiq, makasih atas rating dan reviewnya. Semoga dengan adanya Jogjakita, kamu mendapatkan kemudahan bertransaksi dan mendapatkan pundi-pundi bisnis yang melimpah. Yuk kepoin beragam promo dan kuis via media sosial kami ya. Kalo ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-03-10 01:47:44,2.0.16,positive,sangat membantu buat olshoper,sangat membantu buat olshoper,"['sangat', 'membantu', 'buat', 'olshoper']","['sangat', 'membantu', 'buat', 'pembeli', 'online']",sangat membantu buat pembeli online,"['sangat', 'bantu', 'buat', 'beli', 'online']",sangat bantu buat beli online
9e91ebe7-8169-4ea2-a3aa-c02f1c695523,wiwik widayati,https://play-lh.googleusercontent.com/a-/ALV-UjUPvrpn202SysTAmpTwRkgug8bK2l6fQSR-baPShxW2zqg,Kok langsung login gimana daftarnya gak jelas,1,0,2.0.16,2021-03-08 19:47:25,"Hai Kak wiwik widayati, makasih ya atas rating dan reviewnya.silahkan dipastikan nomor hp yang di daftarkan belum teregistrasi sebelumnya ya. Jika ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-03-10 01:52:06,2.0.16,negative,kok langsung login gimana daftarnya gak jelas,kok langsung login gimana daftarnya gak jelas,"['kok', 'langsung', 'login', 'gimana', 'daftarnya', 'gak', 'jelas']","['kok', 'langsung', 'logkan', 'bagaimana', 'daftarnya', 'tidak', 'jelas']",kok langsung logkan bagaimana daftarnya tidak jelas,"['kok', 'langsung', 'log', 'bagaimana', 'daftar', 'tidak', 'jelas']",kok langsung log bagaimana daftar tidak jelas
6627f35b-6b89-4fb1-a400-3c55d411d1d6,Endra My Don't Cry,https://play-lh.googleusercontent.com/a-/ALV-UjXG2buaefgCn2WleKJ1K3Dpsfb8uBcVEqAF9v2RO9h7mAc,Barakallahu tetap semangat dan semoga sukses selalu,5,2,2.0.15,2021-03-08 18:11:07,"Hai Kak Endra My Don't Cry, makasih atas rating dan reviewnya. Semoga dengan adanya Jogjakita, kamu mendapatkan kemudahan bertransaksi dan mendapatkan pundi-pundi bisnis yang melimpah. Yuk kepoin beragam promo dan kuis via media sosial kami ya. Kalo ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-03-10 01:47:21,2.0.15,positive,barakallahu tetap semangat dan semoga sukses selalu,barakallahu tetap semangat dan semoga sukses selalu,"['barakallahu', 'tetap', 'semangat', 'dan', 'semoga', 'sukses', 'selalu']","['semoga', 'allah', 'memberkahi', 'tetap', 'semangat', 'dan', 'semoga', 'sukses', 'selalu']",semoga allah memberkahi tetap semangat dan semoga sukses selalu,"['semoga', 'allah', 'kah', 'tetap', 'semangat', 'dan', 'semoga', 'sukses', 'selalu']",semoga allah kah tetap semangat dan semoga sukses selalu
93e024c2-0367-4e05-a429-725cf5b5f690,Imam Ihsani,https://play-lh.googleusercontent.com/a-/ALV-UjXmaQLMyFOdyxA6oMsMK9p2olCAqJ6fWILkfdoQy-lPQaU,"Assalamualaikum, Nuwun sewu. Saya selaku customer dan driver hendak memberikan laporan bug aplikasi : Masih banyak bug terutama pada lokasi tujuan, GPS yang kadang tidak sesuai dan interface yang slowtouch , chat background macam WA yang masih tersimpan historynya , belum menerapkan sistem cancel dari customer. Saya yakin Jogkit nantinya akan sangat bermanfaat bagi masyarakat Jogja, oleh karena itu tolong diperbaiki dan terus dikembangkan lagi nggih program dan UI aplikasinya, semangat, nuwun",4,50,2.0.16,2021-03-08 14:09:24,"Hai Kak Imam Ihsani, makasih atas rating dan reviewnya. Semoga dengan adanya Jogjakita, kamu mendapatkan kemudahan bertransaksi dan mendapatkan pundi-pundi bisnis yang melimpah. Yuk kepoin beragam promo dan kuis via media sosial kami ya. Kalo ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-03-10 01:46:28,2.0.16,positive,"assalamualaikum, nuwun sewu. saya selaku customer dan driver hendak memberikan laporan bug aplikasi : masih banyak bug terutama pada lokasi tujuan, gps yang kadang tidak sesuai dan interface yang slowtouch , chat background macam wa yang masih tersimpan historynya , belum menerapkan sistem cancel dari customer. saya yakin jogkit nantinya akan sangat bermanfaat bagi masyarakat jogja, oleh karena itu tolong diperbaiki dan terus dikembangkan lagi nggih program dan ui aplikasinya, semangat, nuwun",assalamualaikum nuwun sewu saya selaku customer dan driver hendak memberikan laporan bug aplikasi masih banyak bug terutama pada lokasi tujuan gps yang kadang tidak sesuai dan interface yang slowtouch chat background macam wa yang masih tersimpan historynya belum menerapkan sistem cancel dari customer saya yakin jogkit nantinya akan sangat bermanfaat bagi masyarakat jogja oleh karena itu tolong diperbaiki dan terus dikembangkan lagi nggih program dan ui aplikasinya semangat nuwun,"['assalamualaikum', 'nuwun', 'sewu', 'saya', 'selaku', 'customer', 'dan', 'driver', 'hendak', 'memberikan', 'laporan', 'bug', 'aplikasi', 'masih', 'banyak', 'bug', 'terutama', 'pada', 'lokasi', 'tujuan', 'gps', 'yang', 'kadang', 'tidak', 'sesuai', 'dan', 'interface', 'yang', 'slowtouch', 'chat', 'background', 'macam', 'wa', 'yang', 'masih', 'tersimpan', 'historynya', 'belum', 'menerapkan', 'sistem', 'cancel', 'dari', 'customer', 'saya', 'yakin', 'jogkit', 'nantinya', 'akan', 'sangat', 'bermanfaat', 'bagi', 'masyarakat', 'jogja', 'oleh', 'karena', 'itu', 'tolong', 'diperbaiki', 'dan', 'terus', 'dikembangkan', 'lagi', 'nggih', 'program', 'dan', 'ui', 'aplikasinya', 'semangat', 'nuwun']","['assalamualaikum', 'nuwun', 'sewu', 'saya', 'selaku', 'customer', 'dan', 'driver', 'hendak', 'memberikan', 'laporan', 'error', 'aplikasi', 'masih', 'banyak', 'error', 'terutama', 'pada', 'lokasi', 'tujuan', 'gps', 'yang', 'kadang', 'tidak', 'sesuai', 'dan', 'interface', 'yang', 'slowtouch', 'chat', 'background', 'macam', 'whatsapp', 'yang', 'masih', 'tersimpan', 'historynya', 'belum', 'menerapkan', 'sistem', 'batal', 'dari', 'customer', 'saya', 'yakin', 'jogjakita', 'nantinya', 'akan', 'sangat', 'bermanfaat', 'bagi', 'masyarakat', 'jogja', 'oleh', 'karena', 'itu', 'tolong', 'diperbaiki', 'dan', 'terus', 'dikembangkan', 'lagi', 'nggih', 'program', 'dan', 'ui', 'aplikasinya', 'semangat', 'nuwun']",assalamualaikum nuwun sewu saya selaku customer dan driver hendak memberikan laporan error aplikasi masih banyak error terutama pada lokasi tujuan gps yang kadang tidak sesuai dan interface yang slowtouch chat background macam whatsapp yang masih tersimpan historynya belum menerapkan sistem batal dari customer saya yakin jogjakita nantinya akan sangat bermanfaat bagi masyarakat jogja oleh karena itu tolong diperbaiki dan terus dikembangkan lagi nggih program dan ui aplikasinya semangat nuwun,"['assalamualaikum', 'nuwun', 'sewu', 'saya', 'selaku', 'customer', 'dan', 'driver', 'hendak', 'beri', 'lapor', 'error', 'aplikasi', 'masih', 'banyak', 'error', 'utama', 'pada', 'lokasi', 'tujuan', 'gps', 'yang', 'kadang', 'tidak', 'sesuai', 'dan', 'interface', 'yang', 'slowtouch', 'chat', 'background', 'macam', 'whatsapp', 'yang', 'masih', 'simpan', 'history', 'belum', 'terap', 'sistem', 'batal', 'dari', 'customer', 'saya', 'yakin', 'jogjakita', 'nanti', 'akan', 'sangat', 'manfaat', 'bagi', 'masyarakat', 'jogja', 'oleh', 'karena', 'itu', 'tolong', 'perbaiki', 'dan', 'terus', 'kembang', 'lagi', 'nggih', 'program', 'dan', 'ui', 'aplikasi', 'semangat', 'nuwun']",assalamualaikum nuwun sewu saya selaku customer dan driver hendak beri lapor error aplikasi masih banyak error utama pada lokasi tujuan gps yang kadang tidak sesuai dan interface yang slowtouch chat background macam whatsapp yang masih simpan history belum terap sistem batal dari customer saya yakin jogjakita nanti akan sangat manfaat bagi masyarakat jogja oleh karena itu tolong perbaiki dan terus kembang lagi nggih program dan ui aplikasi semangat nuwun
1b07b037-d8c0-4a24-b321-06bca6e26986,Niken Widowati,https://play-lh.googleusercontent.com/a-/ALV-UjXu7_GOwGgVO2D9jTXeZSotNFBEfA4Tjy8kEWnw2D6Zy5o,setiap klik ride atau pesan yg lainnya hp tiba restart terus.tapi untuk buka aplikasi yg lainnya baik² saja..mohon diperbaiki lagi aplikasinya,1,0,2.0.16,2021-03-08 13:52:35,"Hai Kak RIPUPER, makasih ya atas rating dan reviewnya.silahkan bisa dipastikan memory internal cukup tersedia ya kak. Jika ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-03-10 01:44:23,2.0.16,negative,setiap klik ride atau pesan yg lainnya hp tiba restart terus.tapi untuk buka aplikasi yg lainnya baik² saja..mohon diperbaiki lagi aplikasinya,setiap klik ride atau pesan yg lainnya hp tiba restart terus tapi untuk buka aplikasi yg lainnya baik saja mohon diperbaiki lagi aplikasinya,"['setiap', 'klik', 'ride', 'atau', 'pesan', 'yg', 'lainnya', 'hp', 'tiba', 'restart', 'terus', 'tapi', 'untuk', 'buka', 'aplikasi', 'yg', 'lainnya', 'baik', 'saja', 'mohon', 'diperbaiki', 'lagi', 'aplikasinya']","['setiap', 'tekan', 'ride', 'atau', 'pesan', 'yang', 'lainnya', 'hp', 'tiba', 'restart', 'terus', 'tetapi', 'untuk', 'buka', 'aplikasi', 'yang', 'lainnya', 'baik', 'saja', 'mohon', 'diperbaiki', 'lagi', 'aplikasinya']",setiap tekan ride atau pesan yang lainnya hp tiba restart terus tetapi untuk buka aplikasi yang lainnya baik saja mohon diperbaiki lagi aplikasinya,"['tiap', 'tekan', 'ride', 'atau', 'pesan', 'yang', 'lain', 'hp', 'tiba', 'restart', 'terus', 'tetapi', 'untuk', 'buka', 'aplikasi', 'yang', 'lain', 'baik', 'saja', 'mohon', 'perbaiki', 'lagi', 'aplikasi']",tiap tekan ride atau pesan yang lain hp tiba restart terus tetapi untuk buka aplikasi yang lain baik saja mohon perbaiki lagi aplikasi
061fd408-70d6-4b05-ace7-4a663eee30e9,SGX #101,https://play-lh.googleusercontent.com/a-/ALV-UjXT_IFRv5LYxHt4O73gC9Z1r7oRj4lUZJ_ZQrFA6OvM6kA,"Sementara bintang 2 dulu,masih banyak PR , aplikasi susah dibuka susah buat orderan,padahal prospect nya bagus,",2,0,,2021-03-08 11:49:47,"Hai Kak SGX #101 , makasih ya atas rating dan reviewnya.silahkan bisa dipastikan jaringan stabil dan bagus ya kak. Jika ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-03-10 01:40:27,,negative,"sementara bintang 2 dulu,masih banyak pr , aplikasi susah dibuka susah buat orderan,padahal prospect nya bagus,",sementara bintang dulu masih banyak pr aplikasi susah dibuka susah buat orderan padahal prospect nya bagus ,"['sementara', 'bintang', 'dulu', 'masih', 'banyak', 'pr', 'aplikasi', 'susah', 'dibuka', 'susah', 'buat', 'orderan', 'padahal', 'prospect', 'nya', 'bagus']","['sementara', 'bintang', 'dulu', 'masih', 'banyak', 'pekerjaan', 'rumah', 'aplikasi', 'susah', 'dibuka', 'susah', 'buat', 'orderan', 'padahal', 'prospect', 'nya', 'bagus']",sementara bintang dulu masih banyak pekerjaan rumah aplikasi susah dibuka susah buat orderan padahal prospect nya bagus,"['sementara', 'bintang', 'dulu', 'masih', 'banyak', 'kerja', 'rumah', 'aplikasi', 'susah', 'buka', 'susah', 'buat', 'order', 'padahal', 'prospect', 'nya', 'bagus']",sementara bintang dulu masih banyak kerja rumah aplikasi susah buka susah buat order padahal prospect nya bagus
e52af3ea-a03e-46f1-ad9f-4a6cc6325b61,Maratus Ratus,https://play-lh.googleusercontent.com/a/ACg8ocJuHGj3yhWhZKCnUnYRx86tz6T3HdbMa8fYam9bZ1l6=mo,Kalau sudah tidak ada promo tarifnya jangan yang mahal-mahal ya,5,4,2.0.15,2021-03-08 10:28:43,"Hai Kak Maratus Ratus, makasih ya atas rating dan reviewnya. Jangan lupa ajakin teman dan keluarga Anda biar menggunakan Jogjakita dan dapatkan promo menarik tiap minggunya. Jika ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-03-10 01:38:24,2.0.15,negative,kalau sudah tidak ada promo tarifnya jangan yang mahal-mahal ya,kalau sudah tidak ada promo tarifnya jangan yang mahal mahal ya,"['kalau', 'sudah', 'tidak', 'ada', 'promo', 'tarifnya', 'jangan', 'yang', 'mahal', 'mahal', 'ya']","['kalau', 'sudah', 'tidak', 'ada', 'promo', 'tarifnya', 'jangan', 'yang', 'mahal', 'mahal', 'ya']",kalau sudah tidak ada promo tarifnya jangan yang mahal mahal ya,"['kalau', 'sudah', 'tidak', 'ada', 'promo', 'tarif', 'jangan', 'yang', 'mahal', 'mahal', 'ya']",kalau sudah tidak ada promo tarif jangan yang mahal mahal ya
479114e2-fb56-458d-87b3-22a858ef993e,Heru Manto,https://play-lh.googleusercontent.com/a/ACg8ocJPeCNuEN_kG7zLCcjmCqY7yitlL4FRbxsP_HpGmbxF=mo,Bismillah berkah,5,2,2.0.15,2021-03-08 06:25:42,"Hai Kak Heru Manto, makasih ya atas rating dan reviewnya. Jangan lupa ajakin teman dan keluarga Anda biar menggunakan Jogjakita dan dapatkan promo menarik tiap minggunya. Jika ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-03-10 01:36:42,2.0.15,positive,bismillah berkah,bismillah berkah,"['bismillah', 'berkah']","['bismillah', 'berkah']",bismillah berkah,"['bismillah', 'berkah']",bismillah berkah
c9b43d39-418d-4927-9b23-0685cfe68fca,Lutfi Saefuloh,https://play-lh.googleusercontent.com/a/ACg8ocLBc09lZXudZcNKL34noBpcCh0LK3DtiabxXJ2wbwHa=mo,Saya hapus aplikasinya.karena saat saya mau goride mencari lokasi tujuan saya ternyata tidak ditemukan.maaf dengan sangat.,1,0,,2021-03-07 22:44:23,"Hai Kak Lutfi Saefuloh, Terima kasih atas rating dan review nya. kami akan terus berbenah untuk meningkatkan layanan di aplikasi JogjaKita. mohon kirimkan detail kendala yang kakak alami ke email support@speedcash.co.id Terimas kasih",2021-03-09 19:56:52,,negative,saya hapus aplikasinya.karena saat saya mau goride mencari lokasi tujuan saya ternyata tidak ditemukan.maaf dengan sangat.,saya hapus aplikasinya karena saat saya mau goride mencari lokasi tujuan saya ternyata tidak ditemukan maaf dengan sangat ,"['saya', 'hapus', 'aplikasinya', 'karena', 'saat', 'saya', 'mau', 'goride', 'mencari', 'lokasi', 'tujuan', 'saya', 'ternyata', 'tidak', 'ditemukan', 'maaf', 'dengan', 'sangat']","['saya', 'hapus', 'aplikasinya', 'karena', 'saat', 'saya', 'mau', 'jogjaride', 'mencari', 'lokasi', 'tujuan', 'saya', 'ternyata', 'tidak', 'ditemukan', 'maaf', 'dengan', 'sangat']",saya hapus aplikasinya karena saat saya mau jogjaride mencari lokasi tujuan saya ternyata tidak ditemukan maaf dengan sangat,"['saya', 'hapus', 'aplikasi', 'karena', 'saat', 'saya', 'mau', 'jogjaride', 'cari', 'lokasi', 'tujuan', 'saya', 'ternyata', 'tidak', 'temu', 'maaf', 'dengan', 'sangat']",saya hapus aplikasi karena saat saya mau jogjaride cari lokasi tujuan saya ternyata tidak temu maaf dengan sangat
f027188b-4d6e-4873-a11a-b7c1cce30911,Lambang Kuncoro,https://play-lh.googleusercontent.com/a/ACg8ocLWoSTEW5KY7u05-urhhot2ToUqx82R9J-2ia7mMXhg=mo,Mantap jogja pny ojol sendiri,5,3,2.0.15,2021-03-07 22:08:56,"Hai Kak Lambang Kuncoro, makasih ya atas rating dan reviewnya. Jangan lupa ajakin teman dan keluarga Anda biar menggunakan Jogjakita dan dapatkan promo menarik tiap minggunya. Jika ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-03-10 01:36:25,2.0.15,positive,mantap jogja pny ojol sendiri,mantap jogja pny ojol sendiri,"['mantap', 'jogja', 'pny', 'ojol', 'sendiri']","['mantap', 'jogja', 'punya', 'ojol', 'sendiri']",mantap jogja punya ojol sendiri,"['mantap', 'jogja', 'punya', 'ojol', 'sendiri']",mantap jogja punya ojol sendiri
433caef8-2ec2-4775-ac74-27ac0336215d,Muh Rohmanto,https://play-lh.googleusercontent.com/a/ACg8ocKDHjv8z_c1OwCZEH7enHmiDEawzcXiFQGFBoO3enNq=mo,Bagus bgt aplikasi buat warga jogja..yg koment negatif itu pasti ojol sebelah yg gak mau terusik dg ojol baru warga jogja...wlo bnyk kekurangan kita suport aplikasi kebanggan warga jogja... good luck n good job ..jokit dr jogja untuk indonesia,5,17,2.0.16,2021-03-07 21:21:38,"Hai kak Muh Rohmanto, Matur nuwun atas rating dan reviewnya. kami akan terus berbenah untuk meningkatkan layanan di aplikasi JogjaKita. Apabila ada kendala silakan menghubungi melalui LiveChat/Call Center Jogjakita 08222-6657-999",2021-03-09 19:54:31,2.0.16,positive,bagus bgt aplikasi buat warga jogja..yg koment negatif itu pasti ojol sebelah yg gak mau terusik dg ojol baru warga jogja...wlo bnyk kekurangan kita suport aplikasi kebanggan warga jogja... good luck n good job ..jokit dr jogja untuk indonesia,bagus bgt aplikasi buat warga jogja yg koment negatif itu pasti ojol sebelah yg gak mau terusik dg ojol baru warga jogja wlo bnyk kekurangan kita suport aplikasi kebanggan warga jogja good luck good job jokit dr jogja untuk indonesia,"['bagus', 'bgt', 'aplikasi', 'buat', 'warga', 'jogja', 'yg', 'koment', 'negatif', 'itu', 'pasti', 'ojol', 'sebelah', 'yg', 'gak', 'mau', 'terusik', 'dg', 'ojol', 'baru', 'warga', 'jogja', 'wlo', 'bnyk', 'kekurangan', 'kita', 'suport', 'aplikasi', 'kebanggan', 'warga', 'jogja', 'good', 'luck', 'good', 'job', 'jokit', 'dr', 'jogja', 'untuk', 'indonesia']","['bagus', 'banget', 'aplikasi', 'buat', 'warga', 'jogja', 'yang', 'komentar', 'negatif', 'itu', 'pasti', 'ojol', 'sebelah', 'yang', 'tidak', 'mau', 'terusik', 'dengan', 'ojol', 'baru', 'warga', 'jogja', 'walau', 'banyak', 'kekurangan', 'kita', 'dukung', 'aplikasi', 'kebanggaan', 'warga', 'jogja', 'bagus', 'luck', 'kerja', 'bagus', 'jogjakita', 'dari', 'jogja', 'untuk', 'indonesia']",bagus banget aplikasi buat warga jogja yang komentar negatif itu pasti ojol sebelah yang tidak mau terusik dengan ojol baru warga jogja walau banyak kekurangan kita dukung aplikasi kebanggaan warga jogja bagus luck kerja bagus jogjakita dari jogja untuk indonesia,"['bagus', 'banget', 'aplikasi', 'buat', 'warga', 'jogja', 'yang', 'komentar', 'negatif', 'itu', 'pasti', 'ojol', 'sebelah', 'yang', 'tidak', 'mau', 'usik', 'dengan', 'ojol', 'baru', 'warga', 'jogja', 'walau', 'banyak', 'kurang', 'kita', 'dukung', 'aplikasi', 'bangga', 'warga', 'jogja', 'bagus', 'luck', 'kerja', 'bagus', 'jogjakita', 'dari', 'jogja', 'untuk', 'indonesia']",bagus banget aplikasi buat warga jogja yang komentar negatif itu pasti ojol sebelah yang tidak mau usik dengan ojol baru warga jogja walau banyak kurang kita dukung aplikasi bangga warga jogja bagus luck kerja bagus jogjakita dari jogja untuk indonesia
16f08d5d-671f-4e81-bbd5-e8b2d39bd6a3,Riskian Nursyah,https://play-lh.googleusercontent.com/a-/ALV-UjX8PxQ_utZq1iD_E3rcRZW0I9uo8C3e_1AYnTH_oe4Jl6Q,Terkadang pemesanan di cancel oleh driver ... Padahal posisi sangat mendesak Rute perjalanan hilang/tidak ada,3,2,2.0.16,2021-03-07 19:58:07,"Hai Kak RISKIAN NURSYAH, makasih ya atas rating dan reviewnya. Kami sangat mengapresiasi perhatian kakak kepada Jogjakita. Mohon infokan detail kendala yang kakak alami ke email support@speedcash.co.id ya kak.Terima Kasih",2021-03-09 19:54:12,2.0.16,negative,terkadang pemesanan di cancel oleh driver ... padahal posisi sangat mendesak rute perjalanan hilang/tidak ada,terkadang pemesanan di cancel oleh driver padahal posisi sangat mendesak rute perjalanan hilang tidak ada,"['terkadang', 'pemesanan', 'di', 'cancel', 'oleh', 'driver', 'padahal', 'posisi', 'sangat', 'mendesak', 'rute', 'perjalanan', 'hilang', 'tidak', 'ada']","['terkadang', 'pemesanan', 'di', 'batal', 'oleh', 'driver', 'padahal', 'posisi', 'sangat', 'mendesak', 'rute', 'perjalanan', 'hilang', 'tidak', 'ada']",terkadang pemesanan di batal oleh driver padahal posisi sangat mendesak rute perjalanan hilang tidak ada,"['terkadang', 'pemesanan', 'di', 'batal', 'oleh', 'driver', 'padahal', 'posisi', 'sangat', 'desak', 'rute', 'perjalanan', 'hilang', 'tidak', 'ada']",terkadang pemesanan di batal oleh driver padahal posisi sangat desak rute perjalanan hilang tidak ada
5d77fae5-5a82-4082-b3a6-12f5b3924165,Imam Pratomo,https://play-lh.googleusercontent.com/a-/ALV-UjXgFFIuJkg4cDlDlTaU7uw11EILm4gf2ybkRsnDBhd_zw,Kenapa setiap mau order makanan selalu failed? Padahal sudah update.. Mohon bantuannya,1,0,,2021-03-07 19:21:48,"Hai Kak Imam Pratomo, Mohon maaf atas ketidaknyamannya. untuk detail kendalanya silahkan kirimkan ke email suppot@speedcash.co.id ya kak, agar dapat dilakukan pengecekan oleh team terkait kami.Terima kasih",2021-03-09 18:50:25,,negative,kenapa setiap mau order makanan selalu failed? padahal sudah update.. mohon bantuannya,kenapa setiap mau order makanan selalu failed padahal sudah update mohon bantuannya,"['kenapa', 'setiap', 'mau', 'order', 'makanan', 'selalu', 'failed', 'padahal', 'sudah', 'update', 'mohon', 'bantuannya']","['kenapa', 'setiap', 'mau', 'order', 'makanan', 'selalu', 'gagal', 'padahal', 'sudah', 'perbarui', 'mohon', 'bantuannya']",kenapa setiap mau order makanan selalu gagal padahal sudah perbarui mohon bantuannya,"['kenapa', 'tiap', 'mau', 'order', 'makan', 'selalu', 'gagal', 'padahal', 'sudah', 'baru', 'mohon', 'bantu']",kenapa tiap mau order makan selalu gagal padahal sudah baru mohon bantu
3399b736-3dde-4b2d-8e3d-9f1b214d52a1,SEPTIAN ANINDYA BUDI KUSUMA,https://play-lh.googleusercontent.com/a-/ALV-UjUYwPwLtZ-HnVgn7QCVuCnPSRgTWbzF7wCW58NzOPSnhA,I like this,5,2,,2021-03-07 15:08:14,"Hai Kak SEPTIAN ANINDYA BUDI KUSUMA, makasih ya atas rating dan reviewnya. Kami sangat mengapresiasi perhatian Anda kepada Jogjakita. Kami akan selalu berbenah dan berusaha memberikan yg terbaik untuk mitra kami. Apabila ada kendala silakan menghubungi melalui LiveChat/Call Center Jogjakita 08222-6657-999",2021-03-09 18:46:08,,positive,i like this, like this,"['like', 'this']","['like', 'this']",like this,"['like', 'this']",like this
